"region","year","sector","technology","resource","input.price","feed.cost","feed.EJ","product.EJ","non.en.cost","cost"
"Argentina",2005,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",2.1594,121228906.054365,0.06203499695541,0.0544617,133958372.425512,255187278.479878
"Australia_NZ",2005,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",2.1594,439650936.104079,0.21383908396266,0.2145399,461764117.908968,901415054.013047
"Brazil",2005,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",2.1594,318202942.076033,0.15967618929506,0.1434529,344804763.163752,663007705.239785
"Canada",2005,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",2.1594,439054938.711716,0.22077086392427,0.1987997,476732603.558069,915787542.269785
"Central America and Caribbean",2005,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",2.1594,294340623.507904,0.14264921575074,0.1365846,308036716.492148,602377340.000052
"Central Asia",2005,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",2.1594,164552949.274168,0.08323289466075,0.0813753,179733112.730424,344286062.004591
"China",2005,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",2.1594,938636396.632117,0.44800324413875,0.4221935,967418205.393216,1906054602.02533
"Colombia",2005,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",2.1594,95501440.844497,0.04901457358902,0.0420778,105842070.20813,201343511.052627
"EU-12",2005,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",2.1594,181545363.935178,0.0851244251238,0.0779668,183817683.612334,365363047.547511
"EU-15",2005,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",2.1594,3834713144.14158,1.81276239342435,1.6815895,3914479112.36054,7749192256.50212
"Europe_Non_EU",2005,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",2.1594,236292524.614065,0.11141602448975,0.1030525,240591763.283166,476884287.897232
"European Free Trade Association",2005,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",2.1594,92378980.9705432,0.0467173392912,0.0428768,100881422.465417,193260403.43596
"India",2005,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",2.1594,1523463582.67589,0.736606155378,0.678955,1590627331.92325,3114090914.59914
"Indonesia",2005,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",2.1594,791775643.527581,0.39795047990982,0.3640146,859334266.317265,1651109909.84485
"Japan",2005,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",2.1594,3039211401.26962,1.41672505680423,1.3620951,3059276087.66305,6098487488.93267
"Mexico",2005,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",2.1594,312792861.953324,0.1583304444875,0.130315,341898761.826307,654691623.779631
"Middle East",2005,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",2.1594,3679784701.74074,1.84187250860365,1.7282269,3977339495.07872,7657124196.81947
"Pakistan",2005,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",2.1594,123694432.313574,0.0594142044832,0.0577264,128299033.161022,251993465.474596
"Russia",2005,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",2.1594,939924212.261998,0.46552901001053,0.4344649,1005263344.21674,1945187556.47874
"South Africa",2005,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",2.1594,192731207.073863,0.08569094184126,0.0700746,185041019.812017,377772226.88588
"South America_Northern",2005,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",2.1594,468529597.916065,0.2357588383967,0.1946591,509097635.633834,977627233.549899
"South America_Southern",2005,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",2.1594,163674040.310276,0.08314294266915,0.0766311,179538870.399762,343212910.710038
"South Asia",2005,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",2.1594,57153338.8467293,0.02783649696896,0.0260224,60110131.5547722,117263470.401502
"South Korea",2005,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",2.1594,1578848190.29089,0.74734130619368,0.7172231,1613808816.59463,3192657006.88552
"Southeast Asia",2005,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",2.1594,1739830771.10265,0.85570693781232,0.7844782,1847813561.51192,3587644332.61458
"Taiwan",2005,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",2.1594,428558438.234512,0.19963154716967,0.1887503,431084362.958185,859642801.192697
"USA",2005,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",2.1594,7576386042.92661,3.6411938106923,3.4196581,7862793914.80895,15439179957.7356
"Ukraine",2005,"crude oil refining","Jet_Kerosene","Jet_Kerosene_crude oil",2.1594,52971707.5422582,0.0249237120732,0.0229956,53820263.8508681,106791971.393126
"Africa_Eastern",2005,"crude oil refining","LPG","LPG_crude oil",2.1594,25471295.0925971,0.01297325266893,0.0129483,28014441.8132874,53485736.9058845
"Africa_Northern",2005,"crude oil refining","LPG","LPG_crude oil",2.1594,1147227844.70221,0.58372160180687,0.5420287,1260488426.94176,2407716271.64396
"Africa_Southern",2005,"crude oil refining","LPG","LPG_crude oil",2.1594,17160009.3202184,0.00874021276,0.00808,18873615.433944,36033624.7541624
"Africa_Western",2005,"crude oil refining","LPG","LPG_crude oil",2.1594,46387550.5709491,0.02363731950004,0.0200506,51042427.7283864,97429978.2993355
"Argentina",2005,"crude oil refining","LPG","LPG_crude oil",2.1594,308583823.40229,0.15790785521619,0.1386303,340986222.553841,649570045.956131
"Australia_NZ",2005,"crude oil refining","LPG","LPG_crude oil",2.1594,237386205.165322,0.11546079966928,0.1158392,249326050.805843,486712255.971165
"Brazil",2005,"crude oil refining","LPG","LPG_crude oil",2.1594,611500713.235052,0.3068548109692,0.275678,662622278.80689,1274122992.04194
"Canada",2005,"crude oil refining","LPG","LPG_crude oil",2.1594,430559610.362385,0.21649914115421,0.1949531,467508245.408401,898067855.770786
"Central America and Caribbean",2005,"crude oil refining","LPG","LPG_crude oil",2.1594,72959880.9051943,0.0353592707264,0.033856,76354809.2065881,149314690.111782
"Central Asia",2005,"crude oil refining","LPG","LPG_crude oil",2.1594,209310579.824834,0.1058718516975,0.103509,228619676.555581,437930256.380416
"China",2005,"crude oil refining","LPG","LPG_crude oil",2.1594,1448926526.59021,0.691560423994,0.6517192,1493355579.57264,2942282106.16286
"Colombia",2005,"crude oil refining","LPG","LPG_crude oil",2.1594,70073987.5980546,0.03596434348455,0.0308745,77661403.3205373,147735390.918592
"EU-12",2005,"crude oil refining","LPG","LPG_crude oil",2.1594,236663652.986189,0.110968724133,0.101638,239625862.8928,476289515.878989
"EU-15",2005,"crude oil refining","LPG","LPG_crude oil",2.1594,1682533769.25882,0.79537473285024,0.7378208,1717532198.11681,3400065967.37563
"Europe_Non_EU",2005,"crude oil refining","LPG","LPG_crude oil",2.1594,168776869.811769,0.07958122200846,0.0736074,171847690.805069,340624560.616838
"European Free Trade Association",2005,"crude oil refining","LPG","LPG_crude oil",2.1594,533701654.175862,0.2699003712366,0.2477124,582822861.648314,1116524515.82418
"India",2005,"crude oil refining","LPG","LPG_crude oil",2.1594,817411007.750805,0.39522439960488,0.3642918,853447568.506778,1670858576.25758
"Indonesia",2005,"crude oil refining","LPG","LPG_crude oil",2.1594,175583127.662282,0.08824897619478,0.0807234,190564839.195008,366147966.857289
"Japan",2005,"crude oil refining","LPG","LPG_crude oil",2.1594,491787943.230933,0.22924640961745,0.2204065,495034696.927921,986822640.158854
"Mexico",2005,"crude oil refining","LPG","LPG_crude oil",2.1594,857506335.242461,0.4340551710865,0.3572522,937298736.444188,1794805071.68665
"Middle East",2005,"crude oil refining","LPG","LPG_crude oil",2.1594,3917999251.43541,1.9611079709459,1.8401054,4234816552.46058,8152815803.89598
"Pakistan",2005,"crude oil refining","LPG","LPG_crude oil",2.1594,54260951.1521622,0.0260631880264,0.0253228,56280848.2242082,110541799.37637
"Russia",2005,"crude oil refining","LPG","LPG_crude oil",2.1594,971926187.375441,0.48137906217281,0.4492573,1039489946.85597,2011416134.23141
"South Africa",2005,"crude oil refining","LPG","LPG_crude oil",2.1594,117417499.733053,0.05220543311865,0.0426915,112732412.276413,230149912.009466
"South America_Northern",2005,"crude oil refining","LPG","LPG_crude oil",2.1594,431207357.901567,0.2169787058473,0.1791529,468543817.40666,899751175.308227
"South America_Southern",2005,"crude oil refining","LPG","LPG_crude oil",2.1594,188976833.640134,0.09599622527405,0.0884777,207294248.856784,396271082.496918
"South Asia",2005,"crude oil refining","LPG","LPG_crude oil",2.1594,3886376.08711293,0.00189285697655,0.0017695,4087435.35516207,7973811.442275
"South Korea",2005,"crude oil refining","LPG","LPG_crude oil",2.1594,372922630.066857,0.176521395266,0.1694075,381180300.9374,754102931.004257
"Southeast Asia",2005,"crude oil refining","LPG","LPG_crude oil",2.1594,802217786.829724,0.39455752664472,0.3617147,852007523.036608,1654225309.86633
"Taiwan",2005,"crude oil refining","LPG","LPG_crude oil",2.1594,158744831.788071,0.07394668625729,0.0699161,159680474.303992,318425306.092063
"USA",2005,"crude oil refining","LPG","LPG_crude oil",2.1594,4766654491.0459,2.2908432506167,2.1514649,4946846915.3817,9713501406.4276
"Ukraine",2005,"crude oil refining","LPG","LPG_crude oil",2.1594,77546989.9764554,0.036486625408,0.033664,78789218.9060352,156336208.882491
"Africa_Eastern",2005,"crude oil refining","Other","Other_crude oil",2.1594,2629887.66164617,0.00133947633999,0.0013369,2892465.20857441,5522352.87022057
"Africa_Northern",2005,"crude oil refining","Other","Other_crude oil",2.1594,920753777.197561,0.46848921265069,0.4350269,1011655605.7979,1932409382.99546
"Africa_Southern",2005,"crude oil refining","Other","Other_crude oil",2.1594,7872579.02835614,0.00400978894555,0.0037069,8658738.24902067,16531317.2773768
"Africa_Western",2005,"crude oil refining","Other","Other_crude oil",2.1594,42983662.2506476,0.02190282835362,0.0185793,47296967.546807,90280629.7974546
"Argentina",2005,"crude oil refining","Other","Other_crude oil",2.1594,399870614.04528,0.20462093680638,0.1796406,441858450.939697,841729064.984977
"Australia_NZ",2005,"crude oil refining","Other","Other_crude oil",2.1594,268161375.182818,0.13042934317712,0.1308568,281649123.656673,549810498.839491
"Brazil",2005,"crude oil refining","Other","Other_crude oil",2.1594,1094979513.89662,0.54946744047826,0.4936409,1186519990.96875,2281499504.86538
"Canada",2005,"crude oil refining","Other","Other_crude oil",2.1594,1123212445.97975,0.56478713756654,0.5085794,1219601344.86119,2342813790.84094
"Central America and Caribbean",2005,"crude oil refining","Other","Other_crude oil",2.1594,306954519.742024,0.14876241339201,0.1424379,321237555.478706,628192075.220731
"Central Asia",2005,"crude oil refining","Other","Other_crude oil",2.1594,133598302.877791,0.06757565585625,0.0660675,145922871.255986,279521174.133777
"China",2005,"crude oil refining","Other","Other_crude oil",2.1594,4721353736.39677,2.2534623611675,2.123639,4866126622.7051,9587480359.10187
"Colombia",2005,"crude oil refining","Other","Other_crude oil",2.1594,142890607.679663,0.07333629883866,0.0629574,158362403.712202,301253011.391866
"EU-12",2005,"crude oil refining","Other","Other_crude oil",2.1594,869969562.23018,0.40791820432545,0.3736187,880858570.420377,1750828132.65056
"EU-15",2005,"crude oil refining","Other","Other_crude oil",2.1594,5950085336.90626,2.81275040165328,2.6092176,6073853217.33009,12023938554.2364
"Europe_Non_EU",2005,"crude oil refining","Other","Other_crude oil",2.1594,451378395.605966,0.21283274390977,0.1968563,459591027.198757,910969422.804724
"European Free Trade Association",2005,"crude oil refining","Other","Other_crude oil",2.1594,388852537.536003,0.19664815242015,0.1804821,424642020.336072,813494557.872074
"India",2005,"crude oil refining","Other","Other_crude oil",2.1594,1855781284.51659,0.897284275617,0.8270575,1937595664.76735,3793376949.28394
"Indonesia",2005,"crude oil refining","Other","Other_crude oil",2.1594,385661709.925198,0.19383554394753,0.1773059,418568473.600296,804230183.525494
"Japan",2005,"crude oil refining","Other","Other_crude oil",2.1594,2460903016.74357,1.14714723850052,1.1029124,2477149746.81802,4938052763.56159
"Mexico",2005,"crude oil refining","Other","Other_crude oil",2.1594,772535121.571136,0.39104418309525,0.3218517,844420808.975883,1616955930.54702
"Middle East",2005,"crude oil refining","Other","Other_crude oil",2.1594,5386602484.64592,2.69619986912605,2.5298413,5822173997.39079,11208776482.0367
"Pakistan",2005,"crude oil refining","Other","Other_crude oil",2.1594,99274990.0907445,0.0476848023876,0.0463302,102970562.275783,202245552.366528
"Russia",2005,"crude oil refining","Other","Other_crude oil",2.1594,1827052001.95153,0.90490881989235,0.8445255,1954060105.67554,3781112107.62707
"South Africa",2005,"crude oil refining","Other","Other_crude oil",2.1594,2618078.96175805,0.00116403386589,0.0009519,2513614.73000287,5131693.69176091
"South America_Northern",2005,"crude oil refining","Other","Other_crude oil",2.1594,466482750.015978,0.2347288874919,0.1938087,506873559.650009,973356309.665987
"South America_Southern",2005,"crude oil refining","Other","Other_crude oil",2.1594,94022904.0310609,0.04776164200885,0.0440209,103136489.753911,197159393.784972
"South Asia",2005,"crude oil refining","Other","Other_crude oil",2.1594,37538285.895954,0.01828299803035,0.0170915,39480305.9467378,77018591.8426918
"South Korea",2005,"crude oil refining","Other","Other_crude oil",2.1594,2265456410.70649,1.0723444872748,1.0291285,2315620685.8212,4581077096.52769
"Southeast Asia",2005,"crude oil refining","Other","Other_crude oil",2.1594,1986340703.76723,0.97694876381304,0.8956279,2109623160.57788,4095963864.34511
"Taiwan",2005,"crude oil refining","Other","Other_crude oil",2.1594,801500637.446367,0.37335587876895,0.3530055,806224684.613671,1607725322.06004
"USA",2005,"crude oil refining","Other","Other_crude oil",2.1594,5370275223.80088,2.5809419947488,2.4239136,5573286143.46056,10943561367.2614
"Ukraine",2005,"crude oil refining","Other","Other_crude oil",2.1594,97998672.5188736,0.0461093442281,0.0425423,99568517.9261591,197567190.445033
"Africa_Eastern",2005,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",2.1594,79433662.7850043,0.040457816298,0.04038,87364608.5139012,166798271.298905
"Africa_Northern",2005,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",2.1594,2034775579.10173,1.03531523039268,0.9613668,2235659708.50995,4270435287.61169
"Africa_Southern",2005,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",2.1594,59485766.9623254,0.0302982504112,0.0280096,65426041.9379453,124911808.900271
"Africa_Western",2005,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",2.1594,314431089.249085,0.160222042894,0.13591,345983479.425304,660414568.674388
"Argentina",2005,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",2.1594,207412043.381329,0.10613644796816,0.0931792,229191045.742445,436603089.123774
"Australia_NZ",2005,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",2.1594,126075815.366663,0.06132123158148,0.0615222,132417067.477048,258492882.843711
"Brazil",2005,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",2.1594,1235300292.73656,0.61988126851484,0.5569006,1338571611.23095,2573871903.9675
"Canada",2005,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",2.1594,620915611.598721,0.31221622605804,0.2811444,674199718.549731,1295115330.14845
"Central America and Caribbean",2005,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",2.1594,616813771.982634,0.29893257610503,0.2862237,645515004.841202,1262328776.82384
"Central Asia",2005,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",2.1594,702054203.189283,0.35510760395325,0.3471823,766819359.976648,1468873563.16593
"China",2005,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",2.1594,1364234519.50507,0.651137642539,0.6136252,1406066625.29872,2770301144.80378
"Colombia",2005,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",2.1594,220698165.225138,0.11326977231687,0.0972393,244594746.341049,465292911.566187
"EU-12",2005,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",2.1594,560223508.183464,0.2626820263611,0.2405946,567235567.724159,1127459075.90762
"EU-15",2005,"crude oil refining","Residual_FuelOil","Residual_FuelOil_crude oil",2.1594,7773003184.67841,3.67448811097629,3.4085993,7934689626.8422,15707692811.5206
