# File: A221.bio_tech_land_alloc.csv
# Title: Biochar technology land allocation for 2025
# Units: thous km2
# Description: Model output from GCAM v8.7 run reference case for detailed land allocation in each region for biomass only (2025)
# Source: RGCAM output
# Column types: cccnc
# ----------
scenario,region,LandLeaf,allocation,Units
Reference,Russia,biomassTree_AmurR_RFD_lo,7.35E-01,thous km2
Reference,Russia,biomassTree_BalticSea_IRR_hi,3.82E-04,thous km2
Reference,Russia,biomassTree_BalticSea_IRR_lo,6.14E-04,thous km2
Reference,Russia,biomassTree_BalticSea_RFD_hi,0.0243154,thous km2
Reference,Russia,biomassTree_BalticSea_RFD_lo,0.0390291,thous km2
Reference,Russia,biomassTree_BarentsSea_IRR_hi,1.38E-03,thous km2
Reference,Russia,biomassTree_BarentsSea_IRR_lo,2.21E-03,thous km2
Reference,Russia,biomassTree_BarentsSea_RFD_hi,6.63E-01,thous km2
Reference,Russia,biomassTree_BarentsSea_RFD_lo,1.06E+00,thous km2
Reference,Russia,biomassTree_BlackSeaN_IRR_hi,6.45E-04,thous km2
Reference,Russia,biomassTree_BlackSeaN_IRR_lo,1.04E-03,thous km2
Reference,Russia,biomassTree_BlackSeaN_RFD_hi,0.0489183,thous km2
Reference,Russia,biomassTree_BlackSeaN_RFD_lo,0.0785198,thous km2
Reference,Russia,biomassTree_BlackSeaS_IRR_hi,0.00E+00,thous km2
Reference,Russia,biomassTree_BlackSeaS_IRR_lo,0.00E+00,thous km2
Reference,Russia,biomassTree_BlackSeaS_RFD_hi,0,thous km2
Reference,Russia,biomassTree_BlackSeaS_RFD_lo,0,thous km2
Reference,Russia,biomassTree_CaspianNE_IRR_hi,5.65E-04,thous km2
Reference,Russia,biomassTree_CaspianNE_IRR_lo,9.10E-04,thous km2
Reference,Russia,biomassTree_CaspianNE_RFD_hi,1.36E-02,thous km2
Reference,Russia,biomassTree_CaspianNE_RFD_lo,0.0218099,thous km2
Reference,Russia,biomassTree_CaspianSW_IRR_hi,5.43E-07,thous km2
Reference,Russia,biomassTree_CaspianSW_IRR_lo,9.33E-07,thous km2
Reference,Russia,biomassTree_CaspianSW_RFD_hi,1.27645E-05,thous km2
Reference,Russia,biomassTree_CaspianSW_RFD_lo,2.04886E-05,thous km2
Reference,Russia,biomassTree_DaugavaR_IRR_hi,1.33E-04,thous km2
Reference,Russia,biomassTree_DaugavaR_IRR_lo,2.15E-04,thous km2
Reference,Russia,biomassTree_DaugavaR_RFD_hi,0.0789863,thous km2
Reference,Russia,biomassTree_DaugavaR_RFD_lo,0.126782,thous km2
Reference,Russia,biomassTree_DnieperR_IRR_hi,4.30E-04,thous km2
Reference,Russia,biomassTree_DnieperR_IRR_lo,6.90E-04,thous km2
Reference,Russia,biomassTree_DnieperR_RFD_hi,1.07E-01,thous km2
Reference,Russia,biomassTree_DnieperR_RFD_lo,1.72E-01,thous km2
Reference,Russia,biomassTree_DonR_IRR_hi,6.14598E-05,thous km2
Reference,Russia,biomassTree_DonR_IRR_lo,9.87214E-05,thous km2
Reference,Russia,biomassTree_DonR_RFD_hi,9.40E-03,thous km2
Reference,Russia,biomassTree_DonR_RFD_lo,1.51E-02,thous km2
Reference,Russia,biomassTree_DvinaRN_IRR_hi,0.000174432,thous km2
Reference,Russia,biomassTree_DvinaRN_IRR_lo,0.000280207,thous km2
Reference,Russia,biomassTree_DvinaRN_RFD_hi,0.18769,thous km2
Reference,Russia,biomassTree_DvinaRN_RFD_lo,0.301265,thous km2
Reference,Russia,biomassTree_Finland_IRR_hi,5.11E-05,thous km2
Reference,Russia,biomassTree_Finland_IRR_lo,8.21E-05,thous km2
Reference,Russia,biomassTree_Finland_RFD_hi,0.0323021,thous km2
Reference,Russia,biomassTree_Finland_RFD_lo,0.0518488,thous km2
Reference,Russia,biomassTree_Gobi_IRR_hi,1.67E-05,thous km2
Reference,Russia,biomassTree_Gobi_IRR_lo,2.69E-05,thous km2
Reference,Russia,biomassTree_Gobi_RFD_hi,1.35E-03,thous km2
Reference,Russia,biomassTree_Gobi_RFD_lo,2.17E-03,thous km2
Reference,Russia,biomassTree_KaraSea_IRR_hi,0.00E+00,thous km2
Reference,Russia,biomassTree_KaraSea_IRR_lo,0.00E+00,thous km2
Reference,Russia,biomassTree_KaraSea_RFD_hi,0.000997369,thous km2
Reference,Russia,biomassTree_KaraSea_RFD_lo,0.000997369,thous km2
Reference,Russia,biomassTree_LenaR_IRR_hi,1.46E-01,thous km2
Reference,Russia,biomassTree_LenaR_IRR_lo,2.35E-01,thous km2
Reference,Russia,biomassTree_LenaR_RFD_hi,5.51848,thous km2
Reference,Russia,biomassTree_LenaR_RFD_lo,8.85782,thous km2
Reference,Russia,biomassTree_NarvaR_IRR_hi,2.77E-04,thous km2
Reference,Russia,biomassTree_NarvaR_IRR_lo,4.46E-04,thous km2
Reference,Russia,biomassTree_NarvaR_RFD_hi,9.12E-02,thous km2
Reference,Russia,biomassTree_NarvaR_RFD_lo,1.46E-01,thous km2
Reference,Russia,biomassTree_NemanR_IRR_hi,5.35E-07,thous km2
Reference,Russia,biomassTree_NemanR_IRR_lo,8.61E-07,thous km2
Reference,Russia,biomassTree_NemanR_RFD_hi,0.000580506,thous km2
Reference,Russia,biomassTree_NemanR_RFD_lo,0.000931782,thous km2
Reference,Russia,biomassTree_NevaR_IRR_hi,0.00273502,thous km2
Reference,Russia,biomassTree_NevaR_IRR_lo,0.00439386,thous km2
Reference,Russia,biomassTree_NevaR_RFD_hi,3.35E-01,thous km2
Reference,Russia,biomassTree_NevaR_RFD_lo,5.37E-01,thous km2
Reference,Russia,biomassTree_ObR_IRR_hi,0.00184894,thous km2
Reference,Russia,biomassTree_ObR_IRR_lo,0.0029752,thous km2
Reference,Russia,biomassTree_ObR_RFD_hi,4.66E-01,thous km2
Reference,Russia,biomassTree_ObR_RFD_lo,7.47E-01,thous km2
Reference,Russia,biomassTree_PolandCst_IRR_hi,3.59811E-06,thous km2
Reference,Russia,biomassTree_PolandCst_IRR_lo,5.84474E-06,thous km2
Reference,Russia,biomassTree_PolandCst_RFD_hi,0.00300034,thous km2
Reference,Russia,biomassTree_PolandCst_RFD_lo,0.0048159,thous km2
Reference,Russia,biomassTree_RusCstSE_IRR_hi,0.00151672,thous km2
Reference,Russia,biomassTree_RusCstSE_IRR_lo,0.00244385,thous km2
Reference,Russia,biomassTree_RusCstSE_RFD_hi,0.0757391,thous km2
Reference,Russia,biomassTree_RusCstSE_RFD_lo,0.12157,thous km2
Reference,Russia,biomassTree_ScndnvN_IRR_hi,0.00E+00,thous km2
Reference,Russia,biomassTree_ScndnvN_IRR_lo,0.00E+00,thous km2
Reference,Russia,biomassTree_ScndnvN_RFD_hi,2.56E-03,thous km2
Reference,Russia,biomassTree_ScndnvN_RFD_lo,2.56E-03,thous km2
Reference,Russia,biomassTree_SiberiaN_IRR_hi,0,thous km2
Reference,Russia,biomassTree_SiberiaN_IRR_lo,0,thous km2
Reference,Russia,biomassTree_SiberiaN_RFD_hi,0.00361419,thous km2
Reference,Russia,biomassTree_SiberiaN_RFD_lo,0.00361419,thous km2
Reference,Russia,biomassTree_SiberiaW_IRR_hi,0.00313998,thous km2
Reference,Russia,biomassTree_SiberiaW_IRR_lo,0.00505102,thous km2
Reference,Russia,biomassTree_SiberiaW_RFD_hi,0.10348,thous km2
Reference,Russia,biomassTree_SiberiaW_RFD_lo,0.166099,thous km2
Reference,Russia,biomassTree_SyrDaryaR_IRR_hi,0,thous km2
Reference,Russia,biomassTree_SyrDaryaR_IRR_lo,0,thous km2
Reference,Russia,biomassTree_SyrDaryaR_RFD_hi,0,thous km2
Reference,Russia,biomassTree_SyrDaryaR_RFD_lo,0,thous km2
Reference,Russia,biomassTree_UralR_IRR_hi,3.41621E-05,thous km2
Reference,Russia,biomassTree_UralR_IRR_lo,5.48837E-05,thous km2
Reference,Russia,biomassTree_UralR_RFD_hi,0.0130014,thous km2
Reference,Russia,biomassTree_UralR_RFD_lo,0.0208688,thous km2
Reference,Russia,biomassTree_VolgaR_IRR_hi,0.0152187,thous km2
Reference,Russia,biomassTree_VolgaR_IRR_lo,0.0244702,thous km2
Reference,Russia,biomassTree_VolgaR_RFD_hi,1.76162,thous km2
Reference,Russia,biomassTree_VolgaR_RFD_lo,2.8276,thous km2
Reference,Russia,biomassTree_YeniseiR_IRR_hi,0.0108821,thous km2
Reference,Russia,biomassTree_YeniseiR_IRR_lo,0.0175065,thous km2
Reference,Russia,biomassTree_YeniseiR_RFD_hi,0.448139,thous km2
Reference,Russia,biomassTree_YeniseiR_RFD_lo,0.719318,thous km2
Reference,South Africa,biomassGrass_AfrCstSSW_IRR_hi,1.28E-04,thous km2
Reference,South Africa,biomassGrass_AfrCstSSW_IRR_lo,1.43E-04,thous km2
Reference,South Africa,biomassGrass_AfrCstSSW_RFD_hi,1.30E-03,thous km2
Reference,South Africa,biomassGrass_AfrCstSSW_RFD_lo,1.44E-03,thous km2
Reference,South Africa,biomassGrass_AfrCstS_IRR_hi,0.000647195,thous km2
Reference,South Africa,biomassGrass_AfrCstS_IRR_lo,0.000735588,thous km2
Reference,South Africa,biomassGrass_AfrCstS_RFD_hi,0.00647177,thous km2
Reference,South Africa,biomassGrass_AfrCstS_RFD_lo,0.00724828,thous km2
Reference,South Africa,biomassGrass_LimpopoR_IRR_hi,2.34E-04,thous km2
Reference,South Africa,biomassGrass_LimpopoR_IRR_lo,2.67E-04,thous km2
Reference,South Africa,biomassGrass_LimpopoR_RFD_hi,0.00254146,thous km2
Reference,South Africa,biomassGrass_LimpopoR_RFD_lo,0.002857,thous km2
Reference,South Africa,biomassGrass_OrangeR_IRR_hi,3.56E-04,thous km2
Reference,South Africa,biomassGrass_OrangeR_IRR_lo,4.04E-04,thous km2
Reference,South Africa,biomassGrass_OrangeR_RFD_hi,1.34E-02,thous km2
Reference,South Africa,biomassGrass_OrangeR_RFD_lo,1.51E-02,thous km2
Reference,South Africa,biomassTree_AfrCstSSW_IRR_hi,2.61E-05,thous km2
Reference,South Africa,biomassTree_AfrCstSSW_IRR_lo,2.85E-05,thous km2
Reference,South Africa,biomassTree_AfrCstSSW_RFD_hi,2.64E-04,thous km2
Reference,South Africa,biomassTree_AfrCstSSW_RFD_lo,2.85E-04,thous km2
Reference,South Africa,biomassTree_AfrCstS_IRR_hi,0.00331046,thous km2
Reference,South Africa,biomassTree_AfrCstS_IRR_lo,0.00365706,thous km2
Reference,South Africa,biomassTree_AfrCstS_RFD_hi,0.0329839,thous km2
Reference,South Africa,biomassTree_AfrCstS_RFD_lo,0.0359813,thous km2
Reference,South Africa,biomassTree_LimpopoR_IRR_hi,0.000213398,thous km2
Reference,South Africa,biomassTree_LimpopoR_IRR_lo,0.000236962,thous km2
Reference,South Africa,biomassTree_LimpopoR_RFD_hi,0.00230613,thous km2
Reference,South Africa,biomassTree_LimpopoR_RFD_lo,0.00252542,thous km2
Reference,South Africa,biomassTree_OrangeR_IRR_hi,2.07114E-05,thous km2
Reference,South Africa,biomassTree_OrangeR_IRR_lo,2.28557E-05,thous km2
Reference,South Africa,biomassTree_OrangeR_RFD_hi,0.000778608,thous km2
Reference,South Africa,biomassTree_OrangeR_RFD_lo,0.000852644,thous km2
Reference,South America_Northern,biomassGrass_AmazonR_IRR_hi,2.84E-09,thous km2
Reference,South America_Northern,biomassGrass_AmazonR_IRR_lo,4.29E-09,thous km2
Reference,South America_Northern,biomassGrass_AmazonR_RFD_hi,1.23179E-05,thous km2
Reference,South America_Northern,biomassGrass_AmazonR_RFD_lo,1.86447E-05,thous km2
Reference,South America_Northern,biomassGrass_OrinocoR_IRR_hi,9.10339E-05,thous km2
Reference,South America_Northern,biomassGrass_OrinocoR_IRR_lo,0.000138187,thous km2
Reference,South America_Northern,biomassGrass_OrinocoR_RFD_hi,1.20E-03,thous km2
Reference,South America_Northern,biomassGrass_OrinocoR_RFD_lo,1.81E-03,thous km2
Reference,South America_Northern,biomassGrass_SAmerCstNE_IRR_hi,4.13358E-05,thous km2
Reference,South America_Northern,biomassGrass_SAmerCstNE_IRR_lo,6.25352E-05,thous km2
Reference,South America_Northern,biomassGrass_SAmerCstNE_RFD_hi,6.34296E-05,thous km2
Reference,South America_Northern,biomassGrass_SAmerCstNE_RFD_lo,9.57059E-05,thous km2
Reference,South America_Northern,biomassGrass_SAmerCstN_IRR_hi,6.74563E-05,thous km2
Reference,South America_Northern,biomassGrass_SAmerCstN_IRR_lo,0.000103239,thous km2
Reference,South America_Northern,biomassGrass_SAmerCstN_RFD_hi,0.000619399,thous km2
Reference,South America_Northern,biomassGrass_SAmerCstN_RFD_lo,0.000935049,thous km2
Reference,South America_Northern,biomassTree_AmazonR_IRR_hi,4.59E-06,thous km2
Reference,South America_Northern,biomassTree_AmazonR_IRR_lo,6.41E-06,thous km2
Reference,South America_Northern,biomassTree_AmazonR_RFD_hi,0.0198821,thous km2
Reference,South America_Northern,biomassTree_AmazonR_RFD_lo,0.0278628,thous km2
Reference,South America_Northern,biomassTree_MagdalenaR_IRR_hi,0,thous km2
Reference,South America_Northern,biomassTree_MagdalenaR_IRR_lo,0,thous km2
Reference,South America_Northern,biomassTree_MagdalenaR_RFD_hi,1.73113E-06,thous km2
Reference,South America_Northern,biomassTree_MagdalenaR_RFD_lo,1.73113E-06,thous km2
Reference,South America_Northern,biomassTree_OrinocoR_IRR_hi,0.00507355,thous km2
Reference,South America_Northern,biomassTree_OrinocoR_IRR_lo,0.00711732,thous km2
Reference,South America_Northern,biomassTree_OrinocoR_RFD_hi,6.65E-02,thous km2
Reference,South America_Northern,biomassTree_OrinocoR_RFD_lo,9.29E-02,thous km2
Reference,South America_Northern,biomassTree_SAmerCstNE_IRR_hi,2.98E-02,thous km2
Reference,South America_Northern,biomassTree_SAmerCstNE_IRR_lo,4.17E-02,thous km2
Reference,South America_Northern,biomassTree_SAmerCstNE_RFD_hi,4.56E-02,thous km2
Reference,South America_Northern,biomassTree_SAmerCstNE_RFD_lo,6.37E-02,thous km2
Reference,South America_Northern,biomassTree_SAmerCstN_IRR_hi,0.00278683,thous km2
Reference,South America_Northern,biomassTree_SAmerCstN_IRR_lo,0.0039385,thous km2
Reference,South America_Northern,biomassTree_SAmerCstN_RFD_hi,0.0254279,thous km2
Reference,South America_Northern,biomassTree_SAmerCstN_RFD_lo,0.0355226,thous km2
Reference,South America_Southern,biomassGrass_AmazonR_IRR_hi,0.00165882,thous km2
Reference,South America_Southern,biomassGrass_AmazonR_IRR_lo,0.00250254,thous km2
Reference,South America_Southern,biomassGrass_AmazonR_RFD_hi,0.0444335,thous km2
Reference,South America_Southern,biomassGrass_AmazonR_RFD_lo,0.0668161,thous km2
Reference,South America_Southern,biomassGrass_ArgColoR_IRR_hi,0,thous km2
Reference,South America_Southern,biomassGrass_ArgColoR_IRR_lo,0,thous km2
Reference,South America_Southern,biomassGrass_ArgColoR_RFD_hi,8.87821E-08,thous km2
Reference,South America_Southern,biomassGrass_ArgColoR_RFD_lo,1.34401E-07,thous km2
Reference,South America_Southern,biomassGrass_ArgCstS_IRR_hi,6.30377E-10,thous km2
Reference,South America_Southern,biomassGrass_ArgCstS_IRR_lo,9.6323E-10,thous km2
Reference,South America_Southern,biomassGrass_ArgCstS_RFD_hi,3.19068E-06,thous km2
Reference,South America_Southern,biomassGrass_ArgCstS_RFD_lo,4.83014E-06,thous km2
Reference,South America_Southern,biomassGrass_BrzCstS_IRR_hi,7.28084E-05,thous km2
Reference,South America_Southern,biomassGrass_BrzCstS_IRR_lo,0.000109991,thous km2
Reference,South America_Southern,biomassGrass_BrzCstS_RFD_hi,0.000140611,thous km2
Reference,South America_Southern,biomassGrass_BrzCstS_RFD_lo,0.000212364,thous km2
Reference,South America_Southern,biomassGrass_ChileCstN_IRR_hi,0.000277065,thous km2
Reference,South America_Southern,biomassGrass_ChileCstN_IRR_lo,0.000439559,thous km2
Reference,South America_Southern,biomassGrass_ChileCstN_RFD_hi,1.05E-03,thous km2
Reference,South America_Southern,biomassGrass_ChileCstN_RFD_lo,1.59E-03,thous km2
Reference,South America_Southern,biomassGrass_ChileCstS_IRR_hi,0.000578679,thous km2
Reference,South America_Southern,biomassGrass_ChileCstS_IRR_lo,0.000881907,thous km2
Reference,South America_Southern,biomassGrass_ChileCstS_RFD_hi,0.00223233,thous km2
Reference,South America_Southern,biomassGrass_ChileCstS_RFD_lo,0.00337992,thous km2
Reference,South America_Southern,biomassGrass_ColEcuaCst_IRR_hi,1.60E-03,thous km2
Reference,South America_Southern,biomassGrass_ColEcuaCst_IRR_lo,2.40E-03,thous km2
Reference,South America_Southern,biomassGrass_ColEcuaCst_RFD_hi,0.0253794,thous km2
Reference,South America_Southern,biomassGrass_ColEcuaCst_RFD_lo,0.0381381,thous km2
Reference,South America_Southern,biomassGrass_LaPuna_IRR_hi,0.00061517,thous km2
Reference,South America_Southern,biomassGrass_LaPuna_IRR_lo,0.000944198,thous km2
Reference,South America_Southern,biomassGrass_LaPuna_RFD_hi,0.0099872,thous km2
Reference,South America_Southern,biomassGrass_LaPuna_RFD_lo,0.0150786,thous km2
Reference,South America_Southern,biomassGrass_NegroR_IRR_hi,0.00E+00,thous km2
Reference,South America_Southern,biomassGrass_NegroR_IRR_lo,0.00E+00,thous km2
Reference,South America_Southern,biomassGrass_NegroR_RFD_hi,5.52E-07,thous km2
Reference,South America_Southern,biomassGrass_NegroR_RFD_lo,8.36E-07,thous km2
Reference,South America_Southern,biomassGrass_PeruCst_IRR_hi,8.81E-04,thous km2
Reference,South America_Southern,biomassGrass_PeruCst_IRR_lo,1.55E-03,thous km2
Reference,South America_Southern,biomassGrass_PeruCst_RFD_hi,0.00404641,thous km2
Reference,South America_Southern,biomassGrass_PeruCst_RFD_lo,0.00608881,thous km2
Reference,South America_Southern,biomassGrass_RioLaPlata_IRR_hi,3.41398E-05,thous km2
Reference,South America_Southern,biomassGrass_RioLaPlata_IRR_lo,5.17245E-05,thous km2
Reference,South America_Southern,biomassGrass_RioLaPlata_RFD_hi,0.00486519,thous km2
Reference,South America_Southern,biomassGrass_RioLaPlata_RFD_lo,0.00733438,thous km2
Reference,South America_Southern,biomassTree_AmazonR_IRR_hi,2.48E-02,thous km2
Reference,South America_Southern,biomassTree_AmazonR_IRR_lo,3.46E-02,thous km2
Reference,South America_Southern,biomassTree_AmazonR_RFD_hi,0.663587,thous km2
Reference,South America_Southern,biomassTree_AmazonR_RFD_lo,0.923979,thous km2
Reference,South America_Southern,biomassTree_ArgCstS_IRR_hi,1.68E-08,thous km2
Reference,South America_Southern,biomassTree_ArgCstS_IRR_lo,2.37E-08,thous km2
Reference,South America_Southern,biomassTree_ArgCstS_RFD_hi,8.43E-05,thous km2
Reference,South America_Southern,biomassTree_ArgCstS_RFD_lo,1.18E-04,thous km2
Reference,South America_Southern,biomassTree_ChileCstN_IRR_hi,0.000415384,thous km2
Reference,South America_Southern,biomassTree_ChileCstN_IRR_lo,0.000606068,thous km2
Reference,South America_Southern,biomassTree_ChileCstN_RFD_hi,1.53E-03,thous km2
Reference,South America_Southern,biomassTree_ChileCstN_RFD_lo,2.15E-03,thous km2
Reference,South America_Southern,biomassTree_ChileCstS_IRR_hi,5.14E-02,thous km2
Reference,South America_Southern,biomassTree_ChileCstS_IRR_lo,7.27E-02,thous km2
Reference,South America_Southern,biomassTree_ChileCstS_RFD_hi,0.198152,thous km2
Reference,South America_Southern,biomassTree_ChileCstS_RFD_lo,0.278149,thous km2
Reference,South America_Southern,biomassTree_ColEcuaCst_IRR_hi,1.15E-03,thous km2
Reference,South America_Southern,biomassTree_ColEcuaCst_IRR_lo,1.61E-03,thous km2
Reference,South America_Southern,biomassTree_ColEcuaCst_RFD_hi,0.0183228,thous km2
Reference,South America_Southern,biomassTree_ColEcuaCst_RFD_lo,0.0254924,thous km2
Reference,South America_Southern,biomassTree_LaPuna_IRR_hi,4.46995E-05,thous km2
Reference,South America_Southern,biomassTree_LaPuna_IRR_lo,0.000063344,thous km2
Reference,South America_Southern,biomassTree_LaPuna_RFD_hi,0.000718799,thous km2
Reference,South America_Southern,biomassTree_LaPuna_RFD_lo,0.00100562,thous km2
Reference,South America_Southern,biomassTree_NegroR_IRR_hi,0.00E+00,thous km2
Reference,South America_Southern,biomassTree_NegroR_IRR_lo,0.00E+00,thous km2
Reference,South America_Southern,biomassTree_NegroR_RFD_hi,0.000486386,thous km2
Reference,South America_Southern,biomassTree_NegroR_RFD_lo,0.000683687,thous km2
Reference,South America_Southern,biomassTree_PeruCst_IRR_hi,0.00629189,thous km2
Reference,South America_Southern,biomassTree_PeruCst_IRR_lo,0.00998961,thous km2
Reference,South America_Southern,biomassTree_PeruCst_RFD_hi,0.0263359,thous km2
Reference,South America_Southern,biomassTree_PeruCst_RFD_lo,0.0366992,thous km2
Reference,South America_Southern,biomassTree_RioLaPlata_IRR_hi,0.00367321,thous km2
Reference,South America_Southern,biomassTree_RioLaPlata_IRR_lo,5.14E-03,thous km2
Reference,South America_Southern,biomassTree_RioLaPlata_RFD_hi,0.521036,thous km2
Reference,South America_Southern,biomassTree_RioLaPlata_RFD_lo,0.727652,thous km2
Reference,South Asia,biomassGrass_AmuDaryaR_IRR_hi,0.000963054,thous km2
Reference,South Asia,biomassGrass_AmuDaryaR_IRR_lo,0.00136632,thous km2
Reference,South Asia,biomassGrass_AmuDaryaR_RFD_hi,0.00534955,thous km2
Reference,South Asia,biomassGrass_AmuDaryaR_RFD_lo,0.00730502,thous km2
Reference,South Asia,biomassGrass_BengalBay_IRR_hi,1.29919E-05,thous km2
Reference,South Asia,biomassGrass_BengalBay_IRR_lo,0.000017699,thous km2
Reference,South Asia,biomassGrass_BengalBay_RFD_hi,1.17E-04,thous km2
Reference,South Asia,biomassGrass_BengalBay_RFD_lo,1.59E-04,thous km2
Reference,South Asia,biomassGrass_CaspianE_IRR_hi,0.000227726,thous km2
Reference,South Asia,biomassGrass_CaspianE_IRR_lo,0.000336785,thous km2
Reference,South Asia,biomassGrass_CaspianE_RFD_hi,0.00222457,thous km2
Reference,South Asia,biomassGrass_CaspianE_RFD_lo,0.00303019,thous km2
Reference,South Asia,biomassGrass_FarahrudR_IRR_hi,6.33897E-05,thous km2
Reference,South Asia,biomassGrass_FarahrudR_IRR_lo,9.87727E-05,thous km2
Reference,South Asia,biomassGrass_FarahrudR_RFD_hi,0.000470146,thous km2
Reference,South Asia,biomassGrass_FarahrudR_RFD_lo,0.000642003,thous km2
Reference,South Asia,biomassGrass_GangesR_IRR_hi,0.000336593,thous km2
Reference,South Asia,biomassGrass_GangesR_IRR_lo,0.000479471,thous km2
Reference,South Asia,biomassGrass_GangesR_RFD_hi,0.00272771,thous km2
Reference,South Asia,biomassGrass_GangesR_RFD_lo,0.00371554,thous km2
Reference,South Asia,biomassGrass_HamuMashR_IRR_hi,7.05E-04,thous km2
Reference,South Asia,biomassGrass_HamuMashR_IRR_lo,9.66E-04,thous km2
Reference,South Asia,biomassGrass_HamuMashR_RFD_hi,3.63E-04,thous km2
Reference,South Asia,biomassGrass_HamuMashR_RFD_lo,4.98E-04,thous km2
Reference,South Asia,biomassGrass_Helmand_IRR_hi,8.29E-04,thous km2
Reference,South Asia,biomassGrass_Helmand_IRR_lo,1.13E-03,thous km2
Reference,South Asia,biomassGrass_Helmand_RFD_hi,0.00256574,thous km2
Reference,South Asia,biomassGrass_Helmand_RFD_lo,0.0034593,thous km2
Reference,South Asia,biomassGrass_IndusR_IRR_hi,0.000733625,thous km2
Reference,South Asia,biomassGrass_IndusR_IRR_lo,0.00111688,thous km2
Reference,South Asia,biomassGrass_IndusR_RFD_hi,0.00202211,thous km2
Reference,South Asia,biomassGrass_IndusR_RFD_lo,0.00276127,thous km2
Reference,South Asia,biomassGrass_SriLanka_IRR_hi,0.000036532,thous km2
Reference,South Asia,biomassGrass_SriLanka_IRR_lo,4.97026E-05,thous km2
Reference,South Asia,biomassGrass_SriLanka_RFD_hi,0.000473266,thous km2
Reference,South Asia,biomassGrass_SriLanka_RFD_lo,0.000644257,thous km2
Reference,South Asia,biomassTree_AmuDaryaR_IRR_hi,2.70E-03,thous km2
Reference,South Asia,biomassTree_AmuDaryaR_IRR_lo,3.51E-03,thous km2
Reference,South Asia,biomassTree_AmuDaryaR_RFD_hi,0.0146481,thous km2
Reference,South Asia,biomassTree_AmuDaryaR_RFD_lo,0.0185215,thous km2
Reference,South Asia,biomassTree_BengalBay_IRR_hi,0.000971021,thous km2
Reference,South Asia,biomassTree_BengalBay_IRR_lo,0.00122359,thous km2
Reference,South Asia,biomassTree_BengalBay_RFD_hi,0.00870591,thous km2
Reference,South Asia,biomassTree_BengalBay_RFD_lo,0.0109557,thous km2
Reference,South Asia,biomassTree_GangesR_IRR_hi,1.19E-02,thous km2
Reference,South Asia,biomassTree_GangesR_IRR_lo,1.56E-02,thous km2
Reference,South Asia,biomassTree_GangesR_RFD_hi,0.0943673,thous km2
Reference,South Asia,biomassTree_GangesR_RFD_lo,0.118981,thous km2
Reference,South Asia,biomassTree_SriLanka_IRR_hi,0.00398612,thous km2
Reference,South Asia,biomassTree_SriLanka_IRR_lo,0.00500859,thous km2
Reference,South Asia,biomassTree_SriLanka_RFD_hi,0.0514594,thous km2
Reference,South Asia,biomassTree_SriLanka_RFD_lo,0.064835,thous km2
Reference,South Korea,biomassGrass_Korea_IRR_hi,0.000207803,thous km2
Reference,South Korea,biomassGrass_Korea_IRR_lo,0.000242851,thous km2
Reference,South Korea,biomassGrass_Korea_RFD_hi,0.00123889,thous km2
Reference,South Korea,biomassGrass_Korea_RFD_lo,0.00144598,thous km2
Reference,South Korea,biomassTree_Korea_IRR_hi,0.0135933,thous km2
Reference,South Korea,biomassTree_Korea_IRR_lo,0.0156353,thous km2
Reference,South Korea,biomassTree_Korea_RFD_hi,0.0809825,thous km2
Reference,South Korea,biomassTree_Korea_RFD_lo,0.0930707,thous km2
Reference,Southeast Asia,biomassGrass_BengalBay_IRR_hi,3.18495E-06,thous km2
Reference,Southeast Asia,biomassGrass_BengalBay_IRR_lo,4.73864E-06,thous km2
Reference,Southeast Asia,biomassGrass_BengalBay_RFD_hi,0.000803122,thous km2
Reference,Southeast Asia,biomassGrass_BengalBay_RFD_lo,0.00118629,thous km2
Reference,Southeast Asia,biomassGrass_BoHai_IRR_hi,1.80E-05,thous km2
Reference,Southeast Asia,biomassGrass_BoHai_IRR_lo,2.76E-05,thous km2
Reference,Southeast Asia,biomassGrass_BoHai_RFD_hi,0.000108876,thous km2
Reference,Southeast Asia,biomassGrass_BoHai_RFD_lo,0.000160907,thous km2
Reference,Southeast Asia,biomassGrass_BorneoCstN_IRR_hi,1.64578E-05,thous km2
Reference,Southeast Asia,biomassGrass_BorneoCstN_IRR_lo,2.43738E-05,thous km2
Reference,Southeast Asia,biomassGrass_BorneoCstN_RFD_hi,0.00626919,thous km2
Reference,Southeast Asia,biomassGrass_BorneoCstN_RFD_lo,0.0093122,thous km2
Reference,Southeast Asia,biomassGrass_ChaoPhrR_IRR_hi,0.0011623,thous km2
Reference,Southeast Asia,biomassGrass_ChaoPhrR_IRR_lo,0.00172037,thous km2
Reference,Southeast Asia,biomassGrass_ChaoPhrR_RFD_hi,0.00497719,thous km2
Reference,Southeast Asia,biomassGrass_ChaoPhrR_RFD_lo,0.00734278,thous km2
Reference,Southeast Asia,biomassGrass_FlyR_IRR_hi,0,thous km2
Reference,Southeast Asia,biomassGrass_FlyR_IRR_lo,0,thous km2
Reference,Southeast Asia,biomassGrass_FlyR_RFD_hi,0.00306302,thous km2
Reference,Southeast Asia,biomassGrass_FlyR_RFD_lo,0.00458215,thous km2
Reference,Southeast Asia,biomassGrass_GangesR_IRR_hi,5.03496E-08,thous km2
Reference,Southeast Asia,biomassGrass_GangesR_IRR_lo,7.66037E-08,thous km2
