# File: A221.stubtech_margin.csv
# Title: Regional cost adjustments for refining subsectors in history
# Units: 1975$/GJ
# Description: Cost adjustments by refining subsector in history for each GCAM region. Global costs are based on USA 
# NEMS assumptions and will not be reflective of every region. These adjustments allow each region's refining sector to
# have a profit rate of 1 in history based on price estimates from A221.rsrc_info.csv.
# Source: NEMS costs, SEDS prices, and GCAM version 8 baseline commodity prices.
# Column types: ciccn
# ----------
region,year,subsector,technology,cost.adj
Russia,2015,crude oil refining,Jet_Kerosene,-1.634563
South Africa,2015,crude oil refining,Jet_Kerosene,-4.430216
South America_Northern,2015,crude oil refining,Jet_Kerosene,-3.050171
South America_Southern,2015,crude oil refining,Jet_Kerosene,-4.361396
South Asia,2015,crude oil refining,Jet_Kerosene,-5.673495
South Korea,2015,crude oil refining,Jet_Kerosene,-2.593182
Southeast Asia,2015,crude oil refining,Jet_Kerosene,-4.024249
Taiwan,2015,crude oil refining,Jet_Kerosene,-3.426883
USA,2015,crude oil refining,Jet_Kerosene,-2.919427
Ukraine,2015,crude oil refining,Jet_Kerosene,-5.204723
Africa_Eastern,2015,crude oil refining,LPG,-5.486075
Africa_Northern,2015,crude oil refining,LPG,-3.861321
Africa_Southern,2015,crude oil refining,LPG,-5.505196
Africa_Western,2015,crude oil refining,LPG,-5.512019
Argentina,2015,crude oil refining,LPG,-3.488025
Australia_NZ,2015,crude oil refining,LPG,-4.362237
Brazil,2015,crude oil refining,LPG,-3.483265
Canada,2015,crude oil refining,LPG,-3.009696
Central America and Caribbean,2015,crude oil refining,LPG,-5.401892
Central Asia,2015,crude oil refining,LPG,-3.259976
China,2015,crude oil refining,LPG,-3.576262
Colombia,2015,crude oil refining,LPG,-3.65526
EU-12,2015,crude oil refining,LPG,-3.054542
EU-15,2015,crude oil refining,LPG,-3.402951
Europe_Non_EU,2015,crude oil refining,LPG,-3.61692
European Free Trade Association,2015,crude oil refining,LPG,-2.183984
India,2015,crude oil refining,LPG,-2.806502
Indonesia,2015,crude oil refining,LPG,-4.000033
Japan,2015,crude oil refining,LPG,-3.696384
Mexico,2015,crude oil refining,LPG,-4.40915
Middle East,2015,crude oil refining,LPG,-2.683226
Pakistan,2015,crude oil refining,LPG,-4.818507
Russia,2015,crude oil refining,LPG,-1.634563
South Africa,2015,crude oil refining,LPG,-4.430216
South America_Northern,2015,crude oil refining,LPG,-3.050171
South America_Southern,2015,crude oil refining,LPG,-4.361396
South Asia,2015,crude oil refining,LPG,-5.673495
South Korea,2015,crude oil refining,LPG,-2.593182
Southeast Asia,2015,crude oil refining,LPG,-4.024249
Taiwan,2015,crude oil refining,LPG,-3.426883
USA,2015,crude oil refining,LPG,-2.919427
Ukraine,2015,crude oil refining,LPG,-5.204723
Africa_Eastern,2015,crude oil refining,Other,-5.486075
Africa_Northern,2015,crude oil refining,Other,-3.861321
Africa_Southern,2015,crude oil refining,Other,-5.505196
Africa_Western,2015,crude oil refining,Other,-5.512019
Argentina,2015,crude oil refining,Other,-3.488025
Australia_NZ,2015,crude oil refining,Other,-4.362237
Brazil,2015,crude oil refining,Other,-3.483265
Canada,2015,crude oil refining,Other,-3.009696
Central America and Caribbean,2015,crude oil refining,Other,-5.401892
Central Asia,2015,crude oil refining,Other,-3.259976
China,2015,crude oil refining,Other,-3.576262
Colombia,2015,crude oil refining,Other,-3.65526
EU-12,2015,crude oil refining,Other,-3.054542
EU-15,2015,crude oil refining,Other,-3.402951
Europe_Non_EU,2015,crude oil refining,Other,-3.61692
European Free Trade Association,2015,crude oil refining,Other,-2.183984
India,2015,crude oil refining,Other,-2.806502
Indonesia,2015,crude oil refining,Other,-4.000033
Japan,2015,crude oil refining,Other,-3.696384
Mexico,2015,crude oil refining,Other,-4.40915
Middle East,2015,crude oil refining,Other,-2.683226
Pakistan,2015,crude oil refining,Other,-4.818507
Russia,2015,crude oil refining,Other,-1.634563
South Africa,2015,crude oil refining,Other,-4.430216
South America_Northern,2015,crude oil refining,Other,-3.050171
South America_Southern,2015,crude oil refining,Other,-4.361396
South Asia,2015,crude oil refining,Other,-5.673495
South Korea,2015,crude oil refining,Other,-2.593182
Southeast Asia,2015,crude oil refining,Other,-4.024249
Taiwan,2015,crude oil refining,Other,-3.426883
USA,2015,crude oil refining,Other,-2.919427
Ukraine,2015,crude oil refining,Other,-5.204723
Africa_Eastern,2015,crude oil refining,Residual_FuelOil,-5.486075
Africa_Northern,2015,crude oil refining,Residual_FuelOil,-3.861321
Africa_Southern,2015,crude oil refining,Residual_FuelOil,-5.505196
Africa_Western,2015,crude oil refining,Residual_FuelOil,-5.512019
Argentina,2015,crude oil refining,Residual_FuelOil,-3.488025
Australia_NZ,2015,crude oil refining,Residual_FuelOil,-4.362237
Brazil,2015,crude oil refining,Residual_FuelOil,-3.483265
Canada,2015,crude oil refining,Residual_FuelOil,-3.009696
Central America and Caribbean,2015,crude oil refining,Residual_FuelOil,-5.401892
Central Asia,2015,crude oil refining,Residual_FuelOil,-3.259976
China,2015,crude oil refining,Residual_FuelOil,-3.576262
Colombia,2015,crude oil refining,Residual_FuelOil,-3.65526
EU-12,2015,crude oil refining,Residual_FuelOil,-3.054542
EU-15,2015,crude oil refining,Residual_FuelOil,-3.402951
Europe_Non_EU,2015,crude oil refining,Residual_FuelOil,-3.61692
European Free Trade Association,2015,crude oil refining,Residual_FuelOil,-2.183984
India,2015,crude oil refining,Residual_FuelOil,-2.806502
Indonesia,2015,crude oil refining,Residual_FuelOil,-4.000033
Japan,2015,crude oil refining,Residual_FuelOil,-3.696384
Mexico,2015,crude oil refining,Residual_FuelOil,-4.40915
Middle East,2015,crude oil refining,Residual_FuelOil,-2.683226
Pakistan,2015,crude oil refining,Residual_FuelOil,-4.818507
Russia,2015,crude oil refining,Residual_FuelOil,-1.634563
South Africa,2015,crude oil refining,Residual_FuelOil,-4.430216
South America_Northern,2015,crude oil refining,Residual_FuelOil,-3.050171
South America_Southern,2015,crude oil refining,Residual_FuelOil,-4.361396
South Asia,2015,crude oil refining,Residual_FuelOil,-5.673495
South Korea,2015,crude oil refining,Residual_FuelOil,-2.593182
Southeast Asia,2015,crude oil refining,Residual_FuelOil,-4.024249
Taiwan,2015,crude oil refining,Residual_FuelOil,-3.426883
USA,2015,crude oil refining,Residual_FuelOil,-2.919427
Ukraine,2015,crude oil refining,Residual_FuelOil,-5.204723
Africa_Eastern,2021,crude oil refining,Distillate_FuelOil,-3.751266
Africa_Northern,2021,crude oil refining,Distillate_FuelOil,-1.498946
Africa_Southern,2021,crude oil refining,Distillate_FuelOil,-3.428047
Africa_Western,2021,crude oil refining,Distillate_FuelOil,-3.680268
Argentina,2021,crude oil refining,Distillate_FuelOil,-0.978803
Australia_NZ,2021,crude oil refining,Distillate_FuelOil,-2.619355
Brazil,2021,crude oil refining,Distillate_FuelOil,-1.465868
Canada,2021,crude oil refining,Distillate_FuelOil,-0.415592
Central America and Caribbean,2021,crude oil refining,Distillate_FuelOil,-3.846129
Central Asia,2021,crude oil refining,Distillate_FuelOil,-0.960246
China,2021,crude oil refining,Distillate_FuelOil,-1.4226
Colombia,2021,crude oil refining,Distillate_FuelOil,-1.093641
EU-12,2021,crude oil refining,Distillate_FuelOil,-1.427619
EU-15,2021,crude oil refining,Distillate_FuelOil,-1.0835
Europe_Non_EU,2021,crude oil refining,Distillate_FuelOil,-1.372393
European Free Trade Association,2021,crude oil refining,Distillate_FuelOil,0.131754
India,2021,crude oil refining,Distillate_FuelOil,-0.463839
Indonesia,2021,crude oil refining,Distillate_FuelOil,-1.955907
Japan,2021,crude oil refining,Distillate_FuelOil,-1.449445
Mexico,2021,crude oil refining,Distillate_FuelOil,-2.592633
Middle East,2021,crude oil refining,Distillate_FuelOil,0.143201
Pakistan,2021,crude oil refining,Distillate_FuelOil,-2.343644
Russia,2021,crude oil refining,Distillate_FuelOil,0.976874
South Africa,2021,crude oil refining,Distillate_FuelOil,-3.261212
South America_Northern,2021,crude oil refining,Distillate_FuelOil,-1.909099
South America_Southern,2021,crude oil refining,Distillate_FuelOil,-2.5926
South Asia,2021,crude oil refining,Distillate_FuelOil,-3.717824
South Korea,2021,crude oil refining,Distillate_FuelOil,-0.223088
Southeast Asia,2021,crude oil refining,Distillate_FuelOil,-1.550831
Taiwan,2021,crude oil refining,Distillate_FuelOil,-1.062107
USA,2021,crude oil refining,Distillate_FuelOil,-0.6868
Africa_Eastern,2021,crude oil refining,Gasoline,-3.751266
Africa_Northern,2021,crude oil refining,Gasoline,-1.498946
Africa_Southern,2021,crude oil refining,Gasoline,-3.428047
Africa_Western,2021,crude oil refining,Gasoline,-3.680268
Argentina,2021,crude oil refining,Gasoline,-0.978803
Australia_NZ,2021,crude oil refining,Gasoline,-2.619355
Brazil,2021,crude oil refining,Gasoline,-1.465868
Canada,2021,crude oil refining,Gasoline,-0.415592
Central America and Caribbean,2021,crude oil refining,Gasoline,-3.846129
Central Asia,2021,crude oil refining,Gasoline,-0.960246
China,2021,crude oil refining,Gasoline,-1.4226
Colombia,2021,crude oil refining,Gasoline,-1.093641
EU-12,2021,crude oil refining,Gasoline,-1.427619
EU-15,2021,crude oil refining,Gasoline,-1.0835
Europe_Non_EU,2021,crude oil refining,Gasoline,-1.372393
European Free Trade Association,2021,crude oil refining,Gasoline,0.131754
India,2021,crude oil refining,Gasoline,-0.463839
Indonesia,2021,crude oil refining,Gasoline,-1.955907
Japan,2021,crude oil refining,Gasoline,-1.449445
Mexico,2021,crude oil refining,Gasoline,-2.592633
Middle East,2021,crude oil refining,Gasoline,0.143201
Pakistan,2021,crude oil refining,Gasoline,-2.343644
Russia,2021,crude oil refining,Gasoline,0.976874
South Africa,2021,crude oil refining,Gasoline,-3.261212
South America_Northern,2021,crude oil refining,Gasoline,-1.909099
South America_Southern,2021,crude oil refining,Gasoline,-2.5926
South Asia,2021,crude oil refining,Gasoline,-3.717824
South Korea,2021,crude oil refining,Gasoline,-0.223088
Southeast Asia,2021,crude oil refining,Gasoline,-1.550831
Taiwan,2021,crude oil refining,Gasoline,-1.062107
USA,2021,crude oil refining,Gasoline,-0.6868
Ukraine,2021,crude oil refining,Gasoline,-3.732748
Africa_Eastern,2021,crude oil refining,Heavy_Residual,-3.751266
Africa_Northern,2021,crude oil refining,Heavy_Residual,-1.498946
Africa_Southern,2021,crude oil refining,Heavy_Residual,-3.428047
Africa_Western,2021,crude oil refining,Heavy_Residual,-3.680268
Argentina,2021,crude oil refining,Heavy_Residual,-0.978803
Brazil,2021,crude oil refining,Heavy_Residual,-1.465868
Canada,2021,crude oil refining,Heavy_Residual,-0.415592
Central America and Caribbean,2021,crude oil refining,Heavy_Residual,-3.846129
Central Asia,2021,crude oil refining,Heavy_Residual,-0.960246
China,2021,crude oil refining,Heavy_Residual,-1.4226
Colombia,2021,crude oil refining,Heavy_Residual,-1.093641
EU-12,2021,crude oil refining,Heavy_Residual,-1.427619
EU-15,2021,crude oil refining,Heavy_Residual,-1.0835
Europe_Non_EU,2021,crude oil refining,Heavy_Residual,-1.372393
European Free Trade Association,2021,crude oil refining,Heavy_Residual,0.131754
India,2021,crude oil refining,Heavy_Residual,-0.463839
Indonesia,2021,crude oil refining,Heavy_Residual,-1.955907
Japan,2021,crude oil refining,Heavy_Residual,-1.449445
Mexico,2021,crude oil refining,Heavy_Residual,-2.592633
Middle East,2021,crude oil refining,Heavy_Residual,0.143201
Pakistan,2021,crude oil refining,Heavy_Residual,-2.343644
Russia,2021,crude oil refining,Heavy_Residual,0.976874
South Africa,2021,crude oil refining,Heavy_Residual,-3.261212
South America_Northern,2021,crude oil refining,Heavy_Residual,-1.909099
South America_Southern,2021,crude oil refining,Heavy_Residual,-2.5926
South Asia,2021,crude oil refining,Heavy_Residual,-3.717824
South Korea,2021,crude oil refining,Heavy_Residual,-0.223088
Southeast Asia,2021,crude oil refining,Heavy_Residual,-1.550831
Taiwan,2021,crude oil refining,Heavy_Residual,-1.062107
USA,2021,crude oil refining,Heavy_Residual,-0.6868
Ukraine,2021,crude oil refining,Heavy_Residual,-3.732748
Africa_Eastern,2021,crude oil refining,Jet_Kerosene,-3.751266
Africa_Northern,2021,crude oil refining,Jet_Kerosene,-1.498946
Africa_Southern,2021,crude oil refining,Jet_Kerosene,-3.428047
Africa_Western,2021,crude oil refining,Jet_Kerosene,-3.680268
Argentina,2021,crude oil refining,Jet_Kerosene,-0.978803
Australia_NZ,2021,crude oil refining,Jet_Kerosene,-2.619355
Brazil,2021,crude oil refining,Jet_Kerosene,-1.465868
Canada,2021,crude oil refining,Jet_Kerosene,-0.415592
Central America and Caribbean,2021,crude oil refining,Jet_Kerosene,-3.846129
Central Asia,2021,crude oil refining,Jet_Kerosene,-0.960246
China,2021,crude oil refining,Jet_Kerosene,-1.4226
Colombia,2021,crude oil refining,Jet_Kerosene,-1.093641
EU-12,2021,crude oil refining,Jet_Kerosene,-1.427619
EU-15,2021,crude oil refining,Jet_Kerosene,-1.0835
Europe_Non_EU,2021,crude oil refining,Jet_Kerosene,-1.372393
European Free Trade Association,2021,crude oil refining,Jet_Kerosene,0.131754
India,2021,crude oil refining,Jet_Kerosene,-0.463839
Indonesia,2021,crude oil refining,Jet_Kerosene,-1.955907
Japan,2021,crude oil refining,Jet_Kerosene,-1.449445
Mexico,2021,crude oil refining,Jet_Kerosene,-2.592633
Middle East,2021,crude oil refining,Jet_Kerosene,0.143201
Pakistan,2021,crude oil refining,Jet_Kerosene,-2.343644
Russia,2021,crude oil refining,Jet_Kerosene,0.976874
South Africa,2021,crude oil refining,Jet_Kerosene,-3.261212
South America_Northern,2021,crude oil refining,Jet_Kerosene,-1.909099
South America_Southern,2021,crude oil refining,Jet_Kerosene,-2.5926
South Asia,2021,crude oil refining,Jet_Kerosene,-3.717824
South Korea,2021,crude oil refining,Jet_Kerosene,-0.223088
Southeast Asia,2021,crude oil refining,Jet_Kerosene,-1.550831
Taiwan,2021,crude oil refining,Jet_Kerosene,-1.062107
USA,2021,crude oil refining,Jet_Kerosene,-0.6868
Africa_Eastern,2021,crude oil refining,LPG,-3.751266
Africa_Northern,2021,crude oil refining,LPG,-1.498946
Africa_Southern,2021,crude oil refining,LPG,-3.428047
Africa_Western,2021,crude oil refining,LPG,-3.680268
Argentina,2021,crude oil refining,LPG,-0.978803
Australia_NZ,2021,crude oil refining,LPG,-2.619355
Brazil,2021,crude oil refining,LPG,-1.465868
Canada,2021,crude oil refining,LPG,-0.415592
Central America and Caribbean,2021,crude oil refining,LPG,-3.846129
Central Asia,2021,crude oil refining,LPG,-0.960246
China,2021,crude oil refining,LPG,-1.4226
Colombia,2021,crude oil refining,LPG,-1.093641
EU-12,2021,crude oil refining,LPG,-1.427619
EU-15,2021,crude oil refining,LPG,-1.0835
Europe_Non_EU,2021,crude oil refining,LPG,-1.372393
European Free Trade Association,2021,crude oil refining,LPG,0.131754
India,2021,crude oil refining,LPG,-0.463839
Indonesia,2021,crude oil refining,LPG,-1.955907
Japan,2021,crude oil refining,LPG,-1.449445
Mexico,2021,crude oil refining,LPG,-2.592633
Middle East,2021,crude oil refining,LPG,0.143201
Pakistan,2021,crude oil refining,LPG,-2.343644
Russia,2021,crude oil refining,LPG,0.976874
South Africa,2021,crude oil refining,LPG,-3.261212
South America_Northern,2021,crude oil refining,LPG,-1.909099
South America_Southern,2021,crude oil refining,LPG,-2.5926
South Asia,2021,crude oil refining,LPG,-3.717824
South Korea,2021,crude oil refining,LPG,-0.223088
Southeast Asia,2021,crude oil refining,LPG,-1.550831
Taiwan,2021,crude oil refining,LPG,-1.062107
USA,2021,crude oil refining,LPG,-0.6868
Ukraine,2021,crude oil refining,LPG,-3.732748
Africa_Eastern,2021,crude oil refining,Other,-3.751266
Africa_Northern,2021,crude oil refining,Other,-1.498946
Africa_Southern,2021,crude oil refining,Other,-3.428047
Africa_Western,2021,crude oil refining,Other,-3.680268
Argentina,2021,crude oil refining,Other,-0.978803
Australia_NZ,2021,crude oil refining,Other,-2.619355
Brazil,2021,crude oil refining,Other,-1.465868
Canada,2021,crude oil refining,Other,-0.415592
Central America and Caribbean,2021,crude oil refining,Other,-3.846129
Central Asia,2021,crude oil refining,Other,-0.960246
China,2021,crude oil refining,Other,-1.4226
Colombia,2021,crude oil refining,Other,-1.093641
EU-12,2021,crude oil refining,Other,-1.427619
EU-15,2021,crude oil refining,Other,-1.0835
Europe_Non_EU,2021,crude oil refining,Other,-1.372393
European Free Trade Association,2021,crude oil refining,Other,0.131754
India,2021,crude oil refining,Other,-0.463839
Indonesia,2021,crude oil refining,Other,-1.955907
Japan,2021,crude oil refining,Other,-1.449445
Mexico,2021,crude oil refining,Other,-2.592633
Middle East,2021,crude oil refining,Other,0.143201
Pakistan,2021,crude oil refining,Other,-2.343644
Russia,2021,crude oil refining,Other,0.976874
South Africa,2021,crude oil refining,Other,-3.261212
South America_Southern,2021,crude oil refining,Other,-2.5926
South Asia,2021,crude oil refining,Other,-3.717824
South Korea,2021,crude oil refining,Other,-0.223088
Southeast Asia,2021,crude oil refining,Other,-1.550831
Taiwan,2021,crude oil refining,Other,-1.062107
USA,2021,crude oil refining,Other,-0.6868
Ukraine,2021,crude oil refining,Other,-3.732748
Africa_Eastern,2021,crude oil refining,Residual_FuelOil,-3.751266
Africa_Northern,2021,crude oil refining,Residual_FuelOil,-1.498946
Africa_Southern,2021,crude oil refining,Residual_FuelOil,-3.428047
Africa_Western,2021,crude oil refining,Residual_FuelOil,-3.680268
Argentina,2021,crude oil refining,Residual_FuelOil,-0.978803
Australia_NZ,2021,crude oil refining,Residual_FuelOil,-2.619355
Brazil,2021,crude oil refining,Residual_FuelOil,-1.465868
Canada,2021,crude oil refining,Residual_FuelOil,-0.415592
Central America and Caribbean,2021,crude oil refining,Residual_FuelOil,-3.846129
Central Asia,2021,crude oil refining,Residual_FuelOil,-0.960246
China,2021,crude oil refining,Residual_FuelOil,-1.4226
Colombia,2021,crude oil refining,Residual_FuelOil,-1.093641
EU-12,2021,crude oil refining,Residual_FuelOil,-1.427619
EU-15,2021,crude oil refining,Residual_FuelOil,-1.0835
Europe_Non_EU,2021,crude oil refining,Residual_FuelOil,-1.372393
European Free Trade Association,2021,crude oil refining,Residual_FuelOil,0.131754
India,2021,crude oil refining,Residual_FuelOil,-0.463839
Indonesia,2021,crude oil refining,Residual_FuelOil,-1.955907
Japan,2021,crude oil refining,Residual_FuelOil,-1.449445
Mexico,2021,crude oil refining,Residual_FuelOil,-2.592633
Middle East,2021,crude oil refining,Residual_FuelOil,0.143201
Pakistan,2021,crude oil refining,Residual_FuelOil,-2.343644
Russia,2021,crude oil refining,Residual_FuelOil,0.976874
South Africa,2021,crude oil refining,Residual_FuelOil,-3.261212
South America_Northern,2021,crude oil refining,Residual_FuelOil,-1.909099
South America_Southern,2021,crude oil refining,Residual_FuelOil,-2.5926
South Asia,2021,crude oil refining,Residual_FuelOil,-3.717824
South Korea,2021,crude oil refining,Residual_FuelOil,-0.223088
Southeast Asia,2021,crude oil refining,Residual_FuelOil,-1.550831
Taiwan,2021,crude oil refining,Residual_FuelOil,-1.062107
USA,2021,crude oil refining,Residual_FuelOil,-0.6868
Ukraine,2021,crude oil refining,Residual_FuelOil,-3.732748
EU-12,1990,ctl,Distillate_FuelOil,-0.366064
EU-15,1990,ctl,Distillate_FuelOil,-0.413412
South Africa,1990,ctl,Distillate_FuelOil,-0.366019
EU-12,1990,ctl,Gasoline,-0.366064
EU-15,1990,ctl,Gasoline,-0.413412
South Africa,1990,ctl,Gasoline,-0.366019
EU-12,1990,ctl,Jet_Kerosene,-0.366064
EU-15,1990,ctl,Jet_Kerosene,-0.413412
South Africa,1990,ctl,Jet_Kerosene,-0.366019
EU-12,2005,ctl,Distillate_FuelOil,-2.154971
South Africa,2005,ctl,Distillate_FuelOil,-2.154969
EU-12,2005,ctl,Gasoline,-2.154971
South Africa,2005,ctl,Gasoline,-2.154969
EU-12,2005,ctl,Jet_Kerosene,-2.154971
South Africa,2005,ctl,Jet_Kerosene,-2.154969
China,2010,ctl,Distillate_FuelOil,-3.757914
EU-12,2010,ctl,Distillate_FuelOil,-3.762663
South Africa,2010,ctl,Distillate_FuelOil,-3.752852
China,2010,ctl,Gasoline,-3.757914
EU-12,2010,ctl,Gasoline,-3.762663
South Africa,2010,ctl,Gasoline,-3.752852
China,2010,ctl,Jet_Kerosene,-3.757914
EU-12,2010,ctl,Jet_Kerosene,-3.762663
South Africa,2010,ctl,Jet_Kerosene,-3.752852
China,2015,ctl,Distillate_FuelOil,-3.620447
EU-12,2015,ctl,Distillate_FuelOil,-3.61258
South Africa,2015,ctl,Distillate_FuelOil,-3.60899
China,2015,ctl,Gasoline,-3.620447
EU-12,2015,ctl,Gasoline,-3.61258
South Africa,2015,ctl,Gasoline,-3.60899
China,2015,ctl,Jet_Kerosene,-3.620447
EU-12,2015,ctl,Jet_Kerosene,-3.61258
South Africa,2015,ctl,Jet_Kerosene,-3.60899
China,2021,ctl,Distillate_FuelOil,-3.577138
EU-12,2021,ctl,Distillate_FuelOil,-3.601206
South Africa,2021,ctl,Distillate_FuelOil,-3.570843
China,2021,ctl,Gasoline,-3.577138
EU-12,2021,ctl,Gasoline,-3.601206
South Africa,2021,ctl,Gasoline,-3.570843
China,2021,ctl,Jet_Kerosene,-3.577138
EU-12,2021,ctl,Jet_Kerosene,-3.601206
South Africa,2021,ctl,Jet_Kerosene,-3.570843
Australia_NZ,1990,gtl,Distillate_FuelOil,2.911823
South Africa,1990,gtl,Distillate_FuelOil,2.903313
Australia_NZ,1990,gtl,Gasoline,2.911823
South Africa,1990,gtl,Gasoline,2.903313
Australia_NZ,1990,gtl,Jet_Kerosene,2.911823
South Africa,1990,gtl,Jet_Kerosene,2.903313
Australia_NZ,1990,gtl,LPG,2.911823
South Africa,1990,gtl,LPG,2.903313
Australia_NZ,1990,gtl,Other,2.911823
South Africa,1990,gtl,Other,2.903313
South Africa,2005,gtl,Distillate_FuelOil,0.745313
Southeast Asia,2005,gtl,Distillate_FuelOil,0.939014
South Africa,2005,gtl,Gasoline,0.745313
Southeast Asia,2005,gtl,Gasoline,0.939014
South Africa,2005,gtl,Jet_Kerosene,0.745313
Southeast Asia,2005,gtl,Jet_Kerosene,0.939014
South Africa,2005,gtl,LPG,0.745313
Southeast Asia,2005,gtl,LPG,0.939014
South Africa,2005,gtl,Other,0.745313
Southeast Asia,2005,gtl,Other,0.939014
Middle East,2010,gtl,Distillate_FuelOil,-2.044328
South Africa,2010,gtl,Distillate_FuelOil,-2.404983
Southeast Asia,2010,gtl,Distillate_FuelOil,-2.044331
Middle East,2010,gtl,Gasoline,-2.044328
South Africa,2010,gtl,Gasoline,-2.404983
Southeast Asia,2010,gtl,Gasoline,-2.044331
Middle East,2010,gtl,Jet_Kerosene,-2.044328
South Africa,2010,gtl,Jet_Kerosene,-2.404983
Southeast Asia,2010,gtl,Jet_Kerosene,-2.044331
Middle East,2010,gtl,LPG,-2.044328
South Africa,2010,gtl,LPG,-2.404983
Southeast Asia,2010,gtl,LPG,-2.044331
Middle East,2010,gtl,Other,-2.044328
South Africa,2010,gtl,Other,-2.404983
Southeast Asia,2010,gtl,Other,-2.044331
Africa_Western,2015,gtl,Distillate_FuelOil,-2.069953
Middle East,2015,gtl,Distillate_FuelOil,-2.069962
South Africa,2015,gtl,Distillate_FuelOil,-2.49647
Southeast Asia,2015,gtl,Distillate_FuelOil,-2.069956
Africa_Western,2015,gtl,Gasoline,-2.069953
Middle East,2015,gtl,Gasoline,-2.069962
South Africa,2015,gtl,Gasoline,-2.49647
Southeast Asia,2015,gtl,Gasoline,-2.069956
Africa_Western,2015,gtl,Jet_Kerosene,-2.069953
Middle East,2015,gtl,Jet_Kerosene,-2.069962
South Africa,2015,gtl,Jet_Kerosene,-2.49647
Southeast Asia,2015,gtl,Jet_Kerosene,-2.069956
Africa_Western,2015,gtl,LPG,-2.069953
Middle East,2015,gtl,LPG,-2.069962
South Africa,2015,gtl,LPG,-2.49647
Southeast Asia,2015,gtl,LPG,-2.069956
Africa_Western,2015,gtl,Other,-2.069953
Middle East,2015,gtl,Other,-2.069962
South Africa,2015,gtl,Other,-2.49647
Southeast Asia,2015,gtl,Other,-2.069956
Africa_Western,2021,gtl,Distillate_FuelOil,-0.915883
Central America and Caribbean,2021,gtl,Distillate_FuelOil,-1.083783
Central Asia,2021,gtl,Distillate_FuelOil,-0.926433
EU-15,2021,gtl,Distillate_FuelOil,-1.186551
Middle East,2021,gtl,Distillate_FuelOil,-0.918311
South Africa,2021,gtl,Distillate_FuelOil,-1.436624
Southeast Asia,2021,gtl,Distillate_FuelOil,-0.976396
Africa_Western,2021,gtl,Gasoline,-0.915883
Central America and Caribbean,2021,gtl,Gasoline,-1.083783
Central Asia,2021,gtl,Gasoline,-0.926433
EU-15,2021,gtl,Gasoline,-1.186551
Middle East,2021,gtl,Gasoline,-0.918311
South Africa,2021,gtl,Gasoline,-1.436624
Southeast Asia,2021,gtl,Gasoline,-0.976396
Africa_Western,2021,gtl,Jet_Kerosene,-0.915883
Central America and Caribbean,2021,gtl,Jet_Kerosene,-1.083783
Central Asia,2021,gtl,Jet_Kerosene,-0.926433
EU-15,2021,gtl,Jet_Kerosene,-1.186551
Middle East,2021,gtl,Jet_Kerosene,-0.918311
South Africa,2021,gtl,Jet_Kerosene,-1.436624
Southeast Asia,2021,gtl,Jet_Kerosene,-0.976396
Africa_Western,2021,gtl,LPG,-0.915883
Central America and Caribbean,2021,gtl,LPG,-1.083783
Central Asia,2021,gtl,LPG,-0.926433
EU-15,2021,gtl,LPG,-1.186551
Middle East,2021,gtl,LPG,-0.918311
South Africa,2021,gtl,LPG,-1.436624
Southeast Asia,2021,gtl,LPG,-0.976396
Africa_Western,2021,gtl,Other,-0.915883
Central America and Caribbean,2021,gtl,Other,-1.083783
Central Asia,2021,gtl,Other,-0.926433
EU-15,2021,gtl,Other,-1.186551
Middle East,2021,gtl,Other,-0.918311
South Africa,2021,gtl,Other,-1.436624
Southeast Asia,2021,gtl,Other,-0.976396
